hotel_id,forecast_date,lead_time,booking_pickup_7d,rolling_demand_14d,cancellation_rate_28d,available_inventory,event_intensity,lag_occupancy_7d,lag_occupancy_28d,occupancy_rate
HOTEL-007,2025-03-06,22,44.367,0.7579,0.0994,20,0.0989,0.8053,0.7184,0.7169
HOTEL-008,2025-03-07,67,31.006,0.6984,0.1475,13,0.4999,0.754,0.6455,0.7491
HOTEL-005,2025-03-07,32,31.143,0.6268,0.1375,19,0.1209,0.8094,0.7542,0.747
HOTEL-006,2025-03-08,37,42.29,0.7525,0.1826,12,0.1463,0.8703,0.5996,0.7966
HOTEL-009,2025-03-08,59,32.059,0.9009,0.1975,0,0.1833,0.9341,0.7553,0.8553
HOTEL-010,2025-03-09,70,28.658,0.8024,0.1311,21,0.3286,0.9005,0.5507,0.7703
HOTEL-007,2025-03-09,69,30.955,0.8012,0.1031,4,0.3006,0.6332,0.6224,0.8274
HOTEL-008,2025-03-10,63,21.282,0.6639,0.1541,32,0.0532,0.6965,0.8095,0.5337
HOTEL-011,2025-03-10,33,30.042,0.5886,0.0853,17,0.0507,0.619,0.614,0.5837
HOTEL-009,2025-03-11,32,30.913,0.609,0.1875,19,0.1658,0.6091,0.8276,0.6348
HOTEL-012,2025-03-11,31,34.536,0.7439,0.1251,8,0.1708,0.6486,0.7186,0.7173
HOTEL-010,2025-03-12,75,25.629,0.6615,0.1323,24,0.2594,0.6611,0.6298,0.6372
HOTEL-001,2025-03-12,66,31.088,0.6507,0.1381,29,0.1643,0.7167,0.6159,0.6612
HOTEL-002,2025-03-13,45,39.574,0.718,0.1481,10,0.4969,0.6655,0.7429,0.7931
HOTEL-011,2025-03-13,54,38.424,0.7504,0.1318,0,0.4485,0.7808,0.6935,0.8249
HOTEL-012,2025-03-14,72,34.96,0.7994,0.1506,21,0.1996,0.8279,0.8981,0.7592
HOTEL-003,2025-03-14,42,25.108,0.6709,0.1462,30,0.0413,0.6016,0.7491,0.621
HOTEL-004,2025-03-15,64,32.754,0.7824,0.2021,13,0.1862,0.742,0.6228,0.7694
HOTEL-001,2025-03-15,25,49.93,0.8771,0.0881,2,0.0324,0.8405,0.7072,0.8731
HOTEL-005,2025-03-16,1,21.418,0.717,0.1619,32,0.1887,0.6549,0.7398,0.6515
HOTEL-002,2025-03-16,87,36.674,0.8236,0.1698,14,0.1801,0.7796,0.6548,0.7813
HOTEL-006,2025-03-17,24,27.624,0.6717,0.1262,7,0.0385,0.7973,0.6581,0.6924
HOTEL-003,2025-03-17,69,21.145,0.711,0.1668,27,0.0398,0.5836,0.7906,0.6107
HOTEL-004,2025-03-18,87,22.229,0.7172,0.2176,23,0.21,0.6368,0.7274,0.627
HOTEL-007,2025-03-18,34,45.844,0.7565,0.1598,17,0.2838,0.7498,0.7393,0.7661
HOTEL-005,2025-03-19,75,26.714,0.6753,0.1268,15,0.0735,0.7165,0.6976,0.6329
HOTEL-008,2025-03-19,76,36.799,0.7599,0.154,9,0.2969,0.6612,0.6762,0.7148
HOTEL-009,2025-03-20,87,19.163,0.7462,0.1763,12,0.4937,0.8351,0.7465,0.7301
HOTEL-006,2025-03-20,56,14.446,0.5437,0.1871,15,0.1415,0.6816,0.7455,0.5514
HOTEL-007,2025-03-21,26,26.22,0.7187,0.1686,16,0.5391,0.6624,0.717,0.6933
HOTEL-010,2025-03-21,11,32.987,0.7117,0.1249,23,0.1999,0.8209,0.7402,0.7333
HOTEL-008,2025-03-22,60,27.047,0.766,0.1566,17,0.2086,0.7811,0.6685,0.7516
HOTEL-011,2025-03-22,45,32.908,0.8012,0.1556,0,0.2705,0.9456,0.7179,0.8893
HOTEL-009,2025-03-23,0,38.521,0.765,0.0764,14,0.0894,0.7163,0.6823,0.7994
HOTEL-012,2025-03-23,37,35.901,0.8444,0.0911,14,0.4722,0.8911,0.7061,0.9171
HOTEL-001,2025-03-24,72,36.562,0.7442,0.1692,6,0.5229,0.8003,0.611,0.7289
HOTEL-010,2025-03-24,56,40.009,0.807,0.1353,22,0.1467,0.6008,0.7543,0.7354
HOTEL-011,2025-03-25,9,37.809,0.7274,0.1567,22,0.1071,0.7151,0.8279,0.7399
HOTEL-002,2025-03-25,18,25.762,0.8065,0.1307,16,0.1483,0.7911,0.7382,0.7478
HOTEL-012,2025-03-26,82,19.904,0.708,0.2712,26,0.3031,0.7601,0.7053,0.6156
HOTEL-003,2025-03-26,69,35.137,0.654,0.2115,19,0.2965,0.7048,0.8237,0.695
HOTEL-001,2025-03-27,12,42.042,0.7909,0.1097,5,0.2954,0.8593,0.6587,0.7917
HOTEL-004,2025-03-27,68,30.028,0.7005,0.0892,15,0.2275,0.7011,0.6901,0.6527
HOTEL-002,2025-03-28,0,45.982,0.6674,0.0669,14,0.088,0.6467,0.7345,0.7402
HOTEL-005,2025-03-28,2,35.817,0.7049,0.1819,24,0.0851,0.8403,0.672,0.7099
HOTEL-006,2025-03-29,4,41.45,0.7687,0.1395,4,0.5304,0.7052,0.7165,0.8569
HOTEL-003,2025-03-29,71,22.514,0.7744,0.1959,34,0.1052,0.7337,0.6903,0.6749
HOTEL-007,2025-03-30,23,47.742,0.7664,0.1436,17,0.3826,0.7991,0.7154,0.8959
HOTEL-004,2025-03-30,26,30.939,0.7421,0.1625,10,0.3071,0.7223,0.685,0.7711
HOTEL-005,2025-03-31,47,31.494,0.7726,0.1227,9,0.3554,0.6277,0.7884,0.729
HOTEL-008,2025-03-31,44,28.227,0.736,0.14,21,0.2472,0.7474,0.7834,0.6868
HOTEL-009,2025-04-01,56,26.332,0.6542,0.1345,25,0.0623,0.7881,0.7199,0.6523
HOTEL-006,2025-04-01,6,31.961,0.6835,0.1451,34,0.1306,0.8348,0.7503,0.7114
HOTEL-010,2025-04-02,35,31.407,0.7261,0.0724,10,0.1705,0.8186,0.6811,0.7251
HOTEL-007,2025-04-02,44,33.518,0.6598,0.093,14,0.125,0.7151,0.6256,0.6917
HOTEL-011,2025-04-03,56,37.263,0.8027,0.1606,12,0.4347,0.714,0.8063,0.7985
HOTEL-008,2025-04-03,8,36.163,0.7942,0.1163,14,0.3981,0.6989,0.8644,0.8101
HOTEL-012,2025-04-04,40,35.601,0.7984,0.1363,16,0.0969,0.8213,0.6878,0.722
HOTEL-009,2025-04-04,45,32.419,0.7181,0.0875,6,0.1924,0.6364,0.7536,0.7427
HOTEL-010,2025-04-05,36,31.16,0.7044,0.2091,28,0.101,0.6381,0.6645,0.6825
HOTEL-001,2025-04-05,20,29.163,0.7435,0.1328,16,0.4556,0.7834,0.6741,0.7954
HOTEL-002,2025-04-06,76,31.08,0.7085,0.1728,14,0.0015,0.8406,0.7356,0.7421
HOTEL-011,2025-04-06,0,40.042,0.7584,0.021,19,0.1064,0.9294,0.692,0.8609
HOTEL-003,2025-04-07,89,29.708,0.6945,0.1973,14,0.3243,0.7652,0.5652,0.6537
HOTEL-012,2025-04-07,6,33.728,0.7811,0.1214,19,0.1522,0.7806,0.6956,0.7228
HOTEL-004,2025-04-08,39,39.917,0.6814,0.189,28,0.2379,0.6934,0.7736,0.7024
HOTEL-001,2025-04-08,4,51.671,0.7233,0.1453,21,0.3229,0.7152,0.8058,0.7886
HOTEL-005,2025-04-09,41,42.627,0.8187,0.1893,6,0.5534,0.8326,0.6746,0.8413
HOTEL-002,2025-04-09,47,25.084,0.5973,0.1243,29,0.1363,0.8078,0.7705,0.6706
HOTEL-006,2025-04-10,41,44.197,0.7945,0.1468,12,0.1073,0.6815,0.6908,0.7767
HOTEL-003,2025-04-10,36,33.56,0.5798,0.1495,30,0.6466,0.7174,0.6838,0.6845
HOTEL-004,2025-04-11,16,33.964,0.7763,0.0624,14,0.1342,0.7792,0.6935,0.7924
HOTEL-007,2025-04-11,11,37.626,0.7687,0.085,9,0.1182,0.8505,0.7154,0.805
HOTEL-005,2025-04-12,5,42.292,0.8485,0.0708,15,0.1785,0.7144,0.6431,0.8829
HOTEL-008,2025-04-12,87,22.105,0.8146,0.2362,34,0.0186,0.6993,0.5941,0.67
HOTEL-009,2025-04-13,6,38.022,0.7701,0.1115,19,0.1934,0.7981,0.699,0.8286
HOTEL-006,2025-04-13,65,30.518,0.7902,0.1512,30,0.1467,0.7411,0.736,0.7432
HOTEL-007,2025-04-14,76,34.817,0.7608,0.2122,31,0.1243,0.7358,0.7645,0.6941
HOTEL-010,2025-04-14,23,30.313,0.7164,0.1139,10,0.621,0.6517,0.6844,0.7662
HOTEL-008,2025-04-15,81,18.519,0.743,0.1847,22,0.0295,0.8292,0.8234,0.6537
HOTEL-011,2025-04-15,12,36.384,0.5715,0.1395,20,0.2243,0.7989,0.6762,0.7169
HOTEL-012,2025-04-16,81,41.613,0.8143,0.1908,19,0.0409,0.7081,0.6998,0.7254
HOTEL-009,2025-04-16,37,38.871,0.7988,0.2114,30,0.1841,0.5083,0.7176,0.6978
HOTEL-001,2025-04-17,80,23.999,0.727,0.1087,20,0.2755,0.7448,0.8222,0.7066
HOTEL-010,2025-04-17,62,28.661,0.7513,0.1638,13,0.1867,0.6844,0.6389,0.7053
HOTEL-011,2025-04-18,13,46.546,0.858,0.1858,16,0.4974,0.6151,0.7379,0.8863
HOTEL-002,2025-04-18,30,28.477,0.798,0.1311,19,0.3512,0.813,0.6513,0.7934
HOTEL-003,2025-04-19,24,34.906,0.8105,0.1183,17,0.2664,0.7648,0.6645,0.8043
HOTEL-012,2025-04-19,74,31.842,0.7598,0.1527,11,0.2184,0.805,0.688,0.811
HOTEL-004,2025-04-20,79,30.312,0.8247,0.1528,23,0.2763,0.9305,0.7677,0.7713
HOTEL-001,2025-04-20,80,36.814,0.7769,0.1909,4,0.4188,0.98,0.7798,0.9141
HOTEL-005,2025-04-21,16,37.846,0.6719,0.1458,24,0.2192,0.6068,0.7084,0.6898
HOTEL-002,2025-04-21,45,29.917,0.7319,0.08,28,0.1606,0.6628,0.6008,0.6885
HOTEL-003,2025-04-22,19,38.585,0.6867,0.1825,19,0.3133,0.7176,0.8056,0.7536
HOTEL-006,2025-04-22,71,28.794,0.7634,0.2297,13,0.2325,0.805,0.7435,0.7168
HOTEL-004,2025-04-23,71,29.886,0.775,0.1265,22,0.2431,0.6949,0.6008,0.721
HOTEL-007,2025-04-23,60,24.331,0.7557,0.1641,27,0.0192,0.7136,0.677,0.6706
HOTEL-008,2025-04-24,37,35.162,0.6807,0.1489,16,0.0498,0.8705,0.7084,0.7108
HOTEL-005,2025-04-24,51,19.249,0.7491,0.1369,18,0.0143,0.6552,0.578,0.6591
HOTEL-009,2025-04-25,55,39.976,0.802,0.1951,4,0.2098,0.5923,0.6368,0.7194
HOTEL-006,2025-04-25,89,42.048,0.6875,0.1302,17,0.0671,0.6226,0.7027,0.6786
HOTEL-007,2025-04-26,59,29.966,0.6791,0.1332,24,0.2423,0.6388,0.7534,0.7072
HOTEL-010,2025-04-26,14,38.097,0.7678,0.1309,25,0.3168,0.6988,0.7988,0.788
HOTEL-008,2025-04-27,57,40.888,0.9264,0.2307,18,0.3627,0.9244,0.6503,0.821
HOTEL-011,2025-04-27,14,34.005,0.8246,0.0931,25,0.2665,0.9185,0.7403,0.8698
HOTEL-009,2025-04-28,65,32.113,0.5669,0.2051,22,0.1119,0.5147,0.7224,0.5932
HOTEL-012,2025-04-28,12,37.343,0.6244,0.1618,16,0.3578,0.7383,0.6874,0.7451
HOTEL-010,2025-04-29,14,36.782,0.7029,0.1224,14,0.248,0.5853,0.5868,0.747
HOTEL-001,2025-04-29,31,30.65,0.6516,0.1678,25,0.1635,0.7016,0.8157,0.703
HOTEL-011,2025-04-30,61,26.228,0.5775,0.1002,23,0.1956,0.751,0.7398,0.6533
HOTEL-002,2025-04-30,57,23.556,0.6681,0.1985,21,0.1285,0.8163,0.7384,0.6475
HOTEL-012,2025-05-01,15,23.961,0.5839,0.1427,20,0.3066,0.6074,0.7179,0.6442
HOTEL-003,2025-05-01,29,18.325,0.61,0.1703,34,0.2393,0.8611,0.65,0.6215
HOTEL-004,2025-05-02,36,33.16,0.6702,0.1286,27,0.079,0.6075,0.7238,0.681
HOTEL-001,2025-05-02,64,31.673,0.7642,0.1644,7,0.3839,0.7585,0.7201,0.75
HOTEL-002,2025-05-03,57,27.396,0.7578,0.1101,16,0.0397,0.98,0.6119,0.804
HOTEL-005,2025-05-03,65,34.082,0.7967,0.1656,16,0.1355,0.7487,0.6675,0.7655
HOTEL-006,2025-05-04,40,36.822,0.8912,0.1614,7,0.1753,0.7979,0.7047,0.8852
HOTEL-003,2025-05-04,26,34.068,0.8156,0.13,2,0.1493,0.751,0.696,0.8428
HOTEL-007,2025-05-05,46,22.764,0.6925,0.1954,37,0.16,0.701,0.6861,0.6172
HOTEL-004,2025-05-05,9,30.172,0.7106,0.1153,25,0.0577,0.6285,0.6894,0.68
HOTEL-008,2025-05-06,71,31.583,0.6316,0.1397,23,0.492,0.6673,0.7489,0.6944
HOTEL-005,2025-05-06,15,37.121,0.6965,0.1485,22,0.1155,0.7214,0.5759,0.6451
HOTEL-006,2025-05-07,13,27.927,0.6983,0.158,8,0.5438,0.7266,0.7289,0.6935
HOTEL-009,2025-05-07,39,38.969,0.7111,0.1391,28,0.0541,0.6165,0.6623,0.6811
HOTEL-007,2025-05-08,0,39.298,0.5709,0.1,18,0.0346,0.6892,0.7153,0.6546
HOTEL-010,2025-05-08,14,28.904,0.5612,0.158,29,0.0148,0.7222,0.6996,0.6246
HOTEL-008,2025-05-09,39,41.399,0.6907,0.1459,15,0.2389,0.7543,0.8033,0.7253
HOTEL-011,2025-05-09,13,43.758,0.8635,0.0958,12,0.0943,0.8207,0.6314,0.8496
HOTEL-012,2025-05-10,39,32.13,0.7219,0.1225,29,0.1752,0.7986,0.7258,0.7617
HOTEL-009,2025-05-10,62,32.205,0.8604,0.1202,11,0.1969,0.6585,0.6809,0.7865
HOTEL-010,2025-05-11,32,44.829,0.7369,0.2067,34,0.1917,0.6414,0.6988,0.7329
HOTEL-001,2025-05-11,43,41.755,0.8348,0.1522,19,0.4483,0.6654,0.6695,0.8531
HOTEL-011,2025-05-12,0,31.642,0.5855,0.1426,27,0.2139,0.7018,0.6895,0.6547
HOTEL-002,2025-05-12,55,33.01,0.5962,0.1935,13,0.0664,0.7408,0.7917,0.6795
HOTEL-012,2025-05-13,50,22.549,0.6299,0.1087,25,0.1612,0.584,0.7146,0.6024
HOTEL-003,2025-05-13,49,26.874,0.6634,0.1165,22,0.1685,0.6634,0.6537,0.6558
HOTEL-004,2025-05-14,68,35.198,0.7066,0.1768,19,0.4346,0.7226,0.672,0.7176
HOTEL-001,2025-05-14,33,41.677,0.741,0.0461,25,0.0042,0.7825,0.7268,0.817
HOTEL-005,2025-05-15,9,32.75,0.6762,0.1435,2,0.0605,0.7904,0.6211,0.7271
HOTEL-002,2025-05-15,4,36.535,0.6703,0.1144,20,0.0869,0.75,0.7422,0.7081
HOTEL-003,2025-05-16,37,32.298,0.6826,0.1224,11,0.2547,0.6844,0.6308,0.6687
HOTEL-006,2025-05-16,32,41.263,0.7897,0.1582,7,0.6866,0.5902,0.6115,0.8303
HOTEL-004,2025-05-17,18,47.138,0.8043,0.1579,17,0.3827,0.838,0.7225,0.8434
HOTEL-007,2025-05-17,28,37.27,0.7347,0.1402,17,0.1154,0.8106,0.8183,0.8276
HOTEL-005,2025-05-18,41,37.738,0.7456,0.1549,7,0.1504,0.7702,0.7408,0.8016
HOTEL-008,2025-05-18,31,43.515,0.7649,0.1592,18,0.2421,0.723,0.6854,0.8359
HOTEL-006,2025-05-19,47,34.686,0.7426,0.1461,24,0.2015,0.5566,0.718,0.6657
HOTEL-009,2025-05-19,62,28.023,0.6682,0.11,21,0.2188,0.7004,0.6242,0.705
HOTEL-007,2025-05-20,15,39.446,0.6663,0.1114,18,0.0663,0.6708,0.6954,0.6952
HOTEL-010,2025-05-20,36,31.32,0.6737,0.2107,21,0.3813,0.6719,0.6603,0.6145
HOTEL-008,2025-05-21,27,24.003,0.807,0.1127,9,0.0205,0.7367,0.7018,0.7053
HOTEL-011,2025-05-21,44,29.942,0.6828,0.216,39,0.4409,0.6903,0.6968,0.6917
HOTEL-012,2025-05-22,25,30.927,0.7062,0.1328,28,0.2393,0.5176,0.5829,0.6181
HOTEL-009,2025-05-22,38,15.344,0.5471,0.1835,21,0.0415,0.8585,0.6458,0.5912
HOTEL-010,2025-05-23,4,29.656,0.6249,0.0791,25,0.2742,0.7659,0.6668,0.6948
HOTEL-001,2025-05-23,10,29.763,0.7164,0.1529,24,0.1016,0.5478,0.6468,0.6418
HOTEL-002,2025-05-24,36,39.725,0.7852,0.1639,9,0.4593,0.7809,0.5785,0.8662
HOTEL-011,2025-05-24,83,31.852,0.7519,0.2606,20,0.0717,0.6935,0.6047,0.7121
HOTEL-012,2025-05-25,49,29.426,0.7494,0.1,33,0.0756,0.8745,0.6859,0.7596
HOTEL-003,2025-05-25,28,37.062,0.7447,0.1487,21,0.0706,0.8506,0.6801,0.7449
HOTEL-004,2025-05-26,2,42.473,0.6141,0.1395,24,0.2946,0.5346,0.524,0.6309
HOTEL-001,2025-05-26,64,23.567,0.648,0.1721,29,0.0655,0.6068,0.584,0.5764
HOTEL-005,2025-05-27,42,35.17,0.6409,0.1619,17,0.158,0.8498,0.6819,0.6796
HOTEL-002,2025-05-27,21,38.35,0.7161,0.068,6,0.4648,0.6621,0.5559,0.7538
HOTEL-006,2025-05-28,78,30.262,0.7461,0.1819,11,0.092,0.685,0.7163,0.7177
HOTEL-003,2025-05-28,33,49.656,0.7453,0.126,19,0.4024,0.6077,0.6144,0.7465
HOTEL-004,2025-05-29,44,38.661,0.7034,0.194,25,0.0995,0.5683,0.6201,0.6541
HOTEL-007,2025-05-29,70,31.352,0.6548,0.1343,19,0.2366,0.6818,0.652,0.6318
HOTEL-008,2025-05-30,37,29.449,0.6435,0.1358,34,0.08,0.617,0.7124,0.5833
HOTEL-005,2025-05-30,66,38.946,0.7166,0.199,17,0.5533,0.6686,0.661,0.7273
HOTEL-009,2025-05-31,4,42.852,0.7392,0.1466,12,0.2069,0.8194,0.6097,0.8459
HOTEL-006,2025-05-31,50,35.532,0.6945,0.1907,26,0.2174,0.7567,0.6791,0.7462
HOTEL-010,2025-06-01,48,34.418,0.7337,0.1544,7,0.0952,0.7394,0.6182,0.7619
HOTEL-007,2025-06-01,63,37.264,0.7489,0.1032,9,0.323,0.668,0.6073,0.7777
HOTEL-008,2025-06-02,72,13.373,0.6023,0.2083,22,0.1785,0.6638,0.6217,0.5388
HOTEL-011,2025-06-02,74,30.315,0.6313,0.158,31,0.3452,0.6695,0.6152,0.5772
HOTEL-012,2025-06-03,78,23.929,0.5728,0.1791,24,0.2386,0.6063,0.7034,0.556
HOTEL-009,2025-06-03,87,19.488,0.6325,0.2119,20,0.2984,0.6933,0.5757,0.5944
HOTEL-001,2025-06-04,4,29.924,0.6404,0.1187,21,0.356,0.6412,0.7265,0.6829
HOTEL-010,2025-06-04,55,26.051,0.6876,0.189,20,0.1574,0.5036,0.5989,0.5794
HOTEL-002,2025-06-05,16,41.772,0.7982,0.1506,20,0.3584,0.7748,0.6808,0.8376
HOTEL-011,2025-06-05,82,26.529,0.7549,0.1724,9,0.0697,0.5989,0.6283,0.6152
HOTEL-003,2025-06-06,26,30.922,0.6363,0.0869,27,0.3064,0.5194,0.5488,0.6105
HOTEL-012,2025-06-06,7,45.82,0.6778,0.1305,21,0.1443,0.6628,0.531,0.6864
HOTEL-004,2025-06-07,48,30.278,0.6384,0.1714,22,0.1778,0.6155,0.5942,0.6648
HOTEL-001,2025-06-07,71,36.135,0.8213,0.1725,24,0.1518,0.5985,0.6551,0.7589
HOTEL-005,2025-06-08,54,34.483,0.7087,0.1679,30,0.2809,0.7123,0.7611,0.7266
HOTEL-002,2025-06-08,21,31.678,0.6985,0.1305,30,0.052,0.7873,0.6097,0.663
HOTEL-006,2025-06-09,34,33.14,0.7392,0.1467,24,0.2015,0.5572,0.6237,0.6627
HOTEL-003,2025-06-09,59,34.496,0.7287,0.1814,16,0.3245,0.627,0.7465,0.7627
HOTEL-007,2025-06-10,54,28.341,0.5442,0.1228,20,0.0834,0.692,0.6328,0.5479
HOTEL-004,2025-06-10,39,38.675,0.7022,0.1379,20,0.4863,0.6491,0.5479,0.705
HOTEL-005,2025-06-11,62,15.713,0.7795,0.1375,24,0.3294,0.6292,0.714,0.65
HOTEL-008,2025-06-11,0,30.855,0.5617,0.0911,16,0.1976,0.6317,0.6348,0.6577
HOTEL-009,2025-06-12,69,21.583,0.8058,0.2086,13,0.1797,0.6817,0.6642,0.675
HOTEL-006,2025-06-12,5,30.885,0.6638,0.1127,26,0.0944,0.6625,0.7068,0.6848
HOTEL-010,2025-06-13,32,38.373,0.6289,0.1009,25,0.3299,0.5996,0.5939,0.6349
HOTEL-007,2025-06-13,46,38.727,0.6337,0.1754,10,0.3276,0.557,0.5794,0.6551
HOTEL-011,2025-06-14,27,39.829,0.6758,0.1352,29,0.1176,0.6476,0.586,0.7406
HOTEL-008,2025-06-14,83,25.714,0.7015,0.1552,29,0.1695,0.6029,0.6548,0.6389
HOTEL-012,2025-06-15,67,35.172,0.7784,0.186,1,0.2818,0.6178,0.6421,0.8139
HOTEL-009,2025-06-15,64,36.046,0.7599,0.2055,9,0.0786,0.711,0.603,0.7881
HOTEL-001,2025-06-16,43,30.544,0.6497,0.1113,11,0.0205,0.554,0.6391,0.6493
HOTEL-010,2025-06-16,17,29.745,0.6851,0.1368,15,0.1462,0.6851,0.6065,0.686
HOTEL-011,2025-06-17,12,27.746,0.5736,0.0943,39,0.1273,0.5276,0.609,0.5682
HOTEL-002,2025-06-17,88,28.676,0.643,0.2566,22,0.08,0.6592,0.5839,0.5716
HOTEL-012,2025-06-18,54,30.776,0.468,0.1546,41,0.1923,0.5872,0.6044,0.4808
HOTEL-003,2025-06-18,67,33.554,0.7758,0.2286,27,0.1544,0.6499,0.5531,0.659
HOTEL-004,2025-06-19,32,34.646,0.6723,0.1605,17,0.4646,0.5233,0.6337,0.6833
HOTEL-001,2025-06-19,73,30.198,0.7254,0.1705,14,0.0801,0.6393,0.6085,0.625
HOTEL-005,2025-06-20,37,35.328,0.5868,0.1108,22,0.2666,0.6767,0.6264,0.6741
HOTEL-002,2025-06-20,17,24.858,0.517,0.0771,43,0.0821,0.5557,0.6685,0.5838
HOTEL-006,2025-06-21,86,25.396,0.5909,0.2389,20,0.0269,0.7392,0.6563,0.6041
HOTEL-003,2025-06-21,3,31.892,0.6935,0.1416,24,0.2549,0.765,0.6665,0.742
HOTEL-007,2025-06-22,7,41.777,0.708,0.2081,26,0.297,0.7405,0.5979,0.8388
HOTEL-004,2025-06-22,57,28.022,0.686,0.1094,17,0.2511,0.5741,0.5459,0.7205
HOTEL-008,2025-06-23,8,32.186,0.5402,0.1572,25,0.3116,0.464,0.6552,0.5886
HOTEL-005,2025-06-23,12,21.899,0.6071,0.0707,21,0.1858,0.6861,0.6793,0.5757
HOTEL-009,2025-06-24,69,28.416,0.6718,0.2109,22,0.4126,0.5477,0.5124,0.6073
HOTEL-006,2025-06-24,68,30.985,0.5795,0.1408,26,0.551,0.7079,0.5389,0.6757
HOTEL-007,2025-06-25,60,24.748,0.5755,0.1284,29,0.2606,0.57,0.5553,0.6103
HOTEL-010,2025-06-25,17,36.553,0.5468,0.1449,20,0.3267,0.5071,0.6592,0.6213
HOTEL-011,2025-06-26,38,22.314,0.5872,0.1838,23,0.4542,0.7505,0.5957,0.6277
HOTEL-008,2025-06-26,44,29.343,0.5997,0.1222,23,0.0941,0.6789,0.659,0.6186
HOTEL-012,2025-06-27,83,32.086,0.6838,0.1664,25,0.5106,0.5739,0.5819,0.696
HOTEL-009,2025-06-27,68,42.917,0.673,0.1839,24,0.1061,0.6563,0.5691,0.686
HOTEL-001,2025-06-28,60,37.676,0.7271,0.189,30,0.3438,0.6984,0.6026,0.7507
HOTEL-010,2025-06-28,49,30.029,0.7144,0.1381,8,0.2526,0.7292,0.6667,0.8036
HOTEL-002,2025-06-29,18,38.954,0.6872,0.1384,17,0.1601,0.8101,0.5489,0.748
HOTEL-011,2025-06-29,43,39.588,0.7966,0.1541,28,0.1018,0.6224,0.5373,0.7342
HOTEL-003,2025-06-30,34,34.616,0.6817,0.1567,21,0.5074,0.764,0.6458,0.7176
HOTEL-012,2025-06-30,46,43.554,0.5983,0.1461,7,0.3772,0.6604,0.5634,0.7189
HOTEL-004,2025-07-01,87,27.565,0.5558,0.1979,30,0.0359,0.514,0.6268,0.5086
HOTEL-001,2025-07-01,49,27.011,0.6869,0.1829,24,0.1679,0.6262,0.6569,0.6464
HOTEL-002,2025-07-02,16,41.987,0.6744,0.1365,23,0.2193,0.6331,0.5183,0.6623
HOTEL-005,2025-07-02,38,19.837,0.6707,0.1708,23,0.3896,0.5843,0.4914,0.6467
HOTEL-003,2025-07-03,69,14.576,0.5797,0.2287,24,0.3106,0.5271,0.6544,0.5657
HOTEL-006,2025-07-03,59,22.253,0.6071,0.2419,24,0.0602,0.6968,0.5345,0.5752
HOTEL-004,2025-07-04,79,22.315,0.5764,0.1934,17,0.0912,0.6247,0.5074,0.5755
HOTEL-007,2025-07-04,75,18.029,0.6092,0.1922,19,0.1294,0.6573,0.5372,0.5684
HOTEL-008,2025-07-05,14,31.892,0.6551,0.1465,24,0.2824,0.7313,0.6142,0.7377
HOTEL-005,2025-07-05,72,30.277,0.718,0.1981,9,0.4569,0.5669,0.6158,0.7518
HOTEL-009,2025-07-06,80,32.102,0.7599,0.1863,10,0.5732,0.6345,0.6209,0.7529
HOTEL-006,2025-07-06,22,31.382,0.7303,0.0538,17,0.2234,0.7517,0.538,0.8103
HOTEL-010,2025-07-07,29,25.209,0.5947,0.1476,33,0.0665,0.4441,0.5963,0.5456
HOTEL-007,2025-07-07,67,26.354,0.5405,0.2116,26,0.0339,0.6103,0.49,0.5284
HOTEL-011,2025-07-08,51,29.9,0.5868,0.1341,23,0.5271,0.6812,0.4493,0.6462
HOTEL-008,2025-07-08,25,29.077,0.5412,0.1018,25,0.3338,0.7022,0.6175,0.5855
HOTEL-012,2025-07-09,41,32.356,0.5856,0.137,15,0.3032,0.7058,0.5561,0.634
HOTEL-009,2025-07-09,34,37.184,0.6175,0.1649,13,0.2163,0.6188,0.5656,0.6637
HOTEL-001,2025-07-10,14,30.61,0.5649,0.161,34,0.0039,0.615,0.5126,0.5921
HOTEL-010,2025-07-10,4,20.481,0.5648,0.1139,36,0.0975,0.7046,0.5983,0.562
HOTEL-002,2025-07-11,13,36.224,0.533,0.1259,25,0.325,0.6159,0.5816,0.615
HOTEL-011,2025-07-11,49,36.385,0.5925,0.1923,10,0.4056,0.614,0.5359,0.697
HOTEL-003,2025-07-12,51,36.237,0.7247,0.1466,24,0.1128,0.5641,0.585,0.7258
HOTEL-012,2025-07-12,40,34.47,0.7207,0.097,41,0.487,0.6742,0.6319,0.7485
HOTEL-004,2025-07-13,26,32.895,0.7475,0.1327,3,0.3411,0.7137,0.5844,0.7882
HOTEL-001,2025-07-13,7,32.128,0.5819,0.1306,37,0.0464,0.6765,0.6419,0.6599
HOTEL-002,2025-07-14,41,36.909,0.5585,0.1778,29,0.2219,0.6512,0.5422,0.6587
HOTEL-005,2025-07-14,57,35.194,0.6268,0.1632,35,0.4296,0.575,0.5305,0.6347
HOTEL-003,2025-07-15,73,23.375,0.5786,0.1435,38,0.2434,0.387,0.5275,0.5305
HOTEL-006,2025-07-15,30,24.182,0.585,0.1316,25,0.0531,0.6583,0.467,0.5711
HOTEL-004,2025-07-16,38,34.422,0.5749,0.162,24,0.1725,0.5606,0.4426,0.5748
HOTEL-007,2025-07-16,38,29.268,0.6304,0.166,6,0.1121,0.53,0.5832,0.6316
